0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.484876,0.273148,0.168053,0.107574,0.0694467,0.0443656,0.0277187,0.0168061,0.0098347,0.00553192,0.00298111,0.00153477,0.000752956,0.000351174,0.000155343,6.50228e-05,2.56926e-05,9.55964e-06,3.34066e-06,1.0934e-06,3.34192e-07,9.50851e-08,2.50991e-08,6.1242e-09,1.37593e-09,2.8345e-10,5.3303e-11,9.10638e-12,1.4062e-12,1.95213e-13,2.42228e-14,2.67019e-15,2.59796e-16,2.21551e-17,1.64368e-18,1.05232e-19,5.76252e-21,2.67264e-22,1.03834e-23,3.33665e-25,8.73664e-27,1.82996e-28,2.99606e-30,3.72331e-32,3.3835e-34,2.14234e-36,8.85662e-39,2.17663e-41,2.73456e-44,1.311e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.667755,0.442269,0.294969,0.196737,0.129838,0.0839963,0.0528809,0.0322181,0.018914,0.0106618,0.00575378,0.002965,0.00145544,0.000678989,0.000300361,0.000125701,4.96498e-05,1.84634e-05,6.4474e-06,2.10831e-06,6.43684e-07,1.82903e-07,4.82057e-08,1.17412e-08,2.6324e-09,5.40981e-10,1.01447e-10,1.72749e-11,2.65747e-12,3.67284e-13,4.53378e-14,4.96729e-15,4.79804e-16,4.05659e-17,2.97864e-18,1.88333e-19,1.01576e-20,4.62385e-22,1.75509e-23,5.47674e-25,1.38174e-26,2.76372e-28,4.28252e-30,5.0015e-32,4.25611e-34,2.52622e-36,9.84879e-39,2.30635e-41,2.79867e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.746606,0.538298,0.379619,0.262268,0.176969,0.11613,0.0737989,0.0452466,0.0266771,0.0150823,0.00815574,0.00420826,0.00206733,0.000964784,0.000426783,0.000178551,7.04824e-05,2.61875e-05,9.13417e-06,2.98264e-06,9.09067e-07,2.57789e-07,6.77818e-08,1.64639e-08,3.67951e-09,7.53399e-10,1.40682e-10,2.38392e-11,3.64662e-12,5.00705e-13,6.13406e-14,6.66165e-15,6.36903e-16,5.32078e-17,3.85268e-18,2.39651e-19,1.26811e-20,5.64591e-22,2.08913e-23,6.33675e-25,1.55139e-26,3.01206e-28,4.5423e-30,5.18678e-32,4.34072e-34,2.54881e-36,9.87916e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.784321,0.592061,0.432773,0.306875,0.210908,0.140195,0.0899022,0.0554733,0.0328549,0.0186341,0.0100984,0.00521809,0.00256553,0.00119769,0.000529766,0.000221534,8.73797e-05,3.24289e-05,1.12947e-05,3.68153e-06,1.11968e-06,3.16715e-07,8.30322e-08,2.01002e-08,4.47483e-09,9.12193e-10,1.69474e-10,2.85527e-11,4.33897e-12,5.91325e-13,7.18283e-14,7.72574e-15,7.30635e-16,6.02961e-17,4.3069e-18,2.6393e-19,1.37435e-20,6.01813e-22,2.191e-23,6.54861e-25,1.58385e-26,3.04738e-28,4.56838e-30,5.19906e-32,4.34409e-34,2.54927e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.803624,0.622193,0.465003,0.33566,0.233873,0.157068,0.101495,0.0629795,0.0374538,0.021305,0.0115693,0.00598603,0.00294525,0.00137528,0.000608204,0.000254188,0.000100165,3.71262e-05,1.29097e-05,4.19961e-06,1.27425e-06,3.59457e-07,9.39426e-08,2.266e-08,5.02424e-09,1.0195e-09,1.88434e-10,3.15641e-11,4.76578e-12,6.4487e-13,7.77199e-14,8.2883e-15,7.76679e-16,6.34798e-17,4.48966e-18,2.72464e-19,1.40603e-20,6.10934e-22,2.21082e-23,6.58018e-25,1.5874e-26,3.05009e-28,4.56969e-30,5.19943e-32,4.34414e-34,2.54928e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.813871,0.639065,0.48404,0.353472,0.248635,0.168247,0.109356,0.0681608,0.0406704,0.0231907,0.0126145,0.00653379,0.00321653,0.00150211,0.0006641,0.000277368,0.000109191,4.04181e-05,1.40313e-05,4.5555e-06,1.37906e-06,3.87996e-07,1.01097e-07,2.43036e-08,5.36838e-09,1.08479e-09,1.99586e-10,3.32654e-11,4.9957e-12,6.72121e-13,8.05203e-14,8.53449e-15,7.94901e-16,6.45941e-17,4.54474e-18,2.74615e-19,1.4125e-20,6.12398e-22,2.21324e-23,6.58299e-25,1.58762e-26,3.0502e-28,4.56972e-30,5.19943e-32,4.34414e-34,2.54928e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.819383,0.64844,0.495009,0.364092,0.257702,0.175283,0.114403,0.0715383,0.0427913,0.0244443,0.013313,0.00690085,0.00339841,0.00158701,0.000701383,0.000292744,0.000115134,4.25652e-05,1.47544e-05,4.78178e-06,1.44461e-06,4.055e-07,1.05386e-07,2.52628e-08,5.56303e-09,1.12039e-09,2.05404e-10,3.41083e-11,5.10275e-12,6.83897e-13,8.16262e-14,8.62162e-15,8.00544e-16,6.48879e-17,4.55676e-18,2.74992e-19,1.41339e-20,6.12549e-22,2.21342e-23,6.58314e-25,1.58763e-26,3.0502e-28,4.56972e-30,5.19943e-32,4.34414e-34,2.54928e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.822339,0.65357,0.501164,0.370201,0.263038,0.179505,0.117479,0.0736231,0.0441127,0.0252303,0.0137526,0.00713218,0.00351292,0.0016403,0.000724659,0.000302272,0.000118781,4.38674e-05,1.51866e-05,4.91471e-06,1.48234e-06,4.15335e-07,1.07729e-07,2.57695e-08,5.66189e-09,1.13764e-09,2.08073e-10,3.44701e-11,5.14519e-12,6.88136e-13,8.19802e-14,8.6458e-15,8.01866e-16,6.49444e-17,4.55861e-18,2.75037e-19,1.41347e-20,6.12559e-22,2.21343e-23,6.58314e-25,1.58763e-26,3.0502e-28,4.56972e-30,5.19943e-32,4.34414e-34,2.54928e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.823901,0.656318,0.504516,0.37359,0.266048,0.181923,0.119263,0.0748437,0.0448918,0.0256958,0.0140135,0.00726938,0.00358065,0.00167166,0.000738258,0.000307786,0.000120866,4.46007e-05,1.54257e-05,4.9867e-06,1.50226e-06,4.20377e-07,1.08889e-07,2.60103e-08,5.70663e-09,1.14501e-09,2.09136e-10,3.46026e-11,5.15922e-12,6.89375e-13,8.20692e-14,8.6509e-15,8.02093e-16,6.49521e-17,4.5588e-18,2.75041e-19,1.41347e-20,6.1256e-22,2.21343e-23,6.58314e-25,1.58763e-26,3.0502e-28,4.56972e-30,5.19943e-32,4.34414e-34,2.54928e-36,9.8794e-39,2.30789e-41,2.7988e-44,1.316e-47,1e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
